1981	3608536	3609887
1982	3611580	3611689
1983	3617013	3617214
1984	3621806	3622400
1987	3623538	3632863
1989	3633917	3635664
1991	3637165	3638133
1992	3638569	3638884
1994	3640355	3643407
1996	3645675	3646550
1998	3648686	3651983
1999	3652551	3652705
2003	3653237	3655017
2004	3655591	3656388
2005	3656917	3657254
2007	3661551	3662886
2011	3662992	3667614
2013	3669265	3670436
2014	3671337	3671384
2015	3672399	3672808
2018	3674132	3677441
2024	3678372	3694480
2026	3697917	3698158
2027	3698225	3698585
2033	3699858	3711114
2035	3712116	3714569
2036	3715230	3715332
2038	3716308	3717500
2039	3717792	3718071
2041	3718285	3718702
2044	3720129	3723909
2049	3724906	3729153
2050	3732925	3733001
2052	3734181	3735519
2053	3737551	3737727
2056	3738982	3740755
2057	3742234	3742350
2059	3748805	3750014
2065	3750990	3760205
2066	3765203	3766199
2068	3766662	3770303
2069	3772218	3772446
2071	3774183	3774687
2072	3775051	3775421
2073	3779041	3779237
2076	3779712	3783282
2080	3787084	3792009
2084	3796231	3806562
2088	3808328	3810753
2089	3812411	3812516
2092	3813114	3814698
2093	3815563	3815782
2094	3816608	3816896
2096	3817515	3819450
2097	3820075	3820128
2099	3825315	3826967
2100	3828360	3828479
2102	3830190	3834244
2103	3834340	3834975
2104	3836161	3836270
2106	3837195	3838237
2109	3838532	3841986
2113	3843754	3851575
2114	3851666	3851944
2116	3853130	3854437
2118	3854888	3858305
2119	3859200	3861921
2123	3862639	3865750
2125	3866084	3867399
2128	3868465	3873460
2132	3874118	3882358
2133	3884746	3884850
2134	3886216	3886457
2135	3886533	3886752
2136	3888169	3888258
2137	3889507	3889637
2138	3891748	3891903
2140	3893242	3894796
2153	3896633	3925177
2155	3926171	3929338
2156	3931208	3931373
2157	3935192	3935316
2159	3937243	3939830
2160	3941534	3941726
2162	3945056	3946108
2164	3946448	3948344
2165	3948581	3950223
2167	3954899	3955992
2169	3957469	3958699
2172	3960722	3963783
2173	3964114	3964439
2174	3965700	3965938
2175	3978720	3978909
2177	3982217	3984454
2179	3984627	3989175
2181	3991723	3992544
2182	3995923	3996005
2184	3998169	3999448
2188	4000400	4002884
2189	4003755	4003886
2191	4006401	4007192
2193	4009999	4011075
2195	4013338	4014453
2196	4015216	4015355
2197	4016784	4016877
2198	4019890	4019967
2200	4022360	4023010
2202	4025252	4029183
2203	4033177	4033553
2204	4035359	4035541
2206	4038660	4040091
2207	4042068	4042221
2209	4043653	4044988
2211	4048031	4049058
2212	4049880	4050067
2216	4051442	4056429
2217	4058254	4058469
2218	4060169	4060269
2223	4061536	4071761
2224	4072659	4072691
2225	4073478	4073575
2226	4076462	4077319
2227	4077533	4077773
2229	4077993	4084038
2230	4084873	4085024
2234	4086081	4095758
2235	4096596	4096668
2237	4097518	4098832
2238	4099454	4099712
2239	4100697	4100844
2241	4101520	4103842
2242	4104344	4104491
2243	4105395	4105574
2244	4106538	4106856
2245	4107847	4107952
2248	4108709	4110337
2249	4110779	4110989
2253	4111745	4116537
2260	4116784	4125035
2263	4125249	4126694
2264	4130291	4130638
2265	4131530	4131857
2266	4134039	4134130
2269	4135037	4140552
2274	4145503	4153023
2276	4156247	4156512
2278	4157431	4159146
2280	4160154	4161661
2281	4164309	4164681
2282	4166224	4166394
2283	4166471	4166663
2284	4169780	4170079
2286	4172071	4173410
2287	4175152	4175380
2288	4176312	4176469
2289	4177607	4178018
2290	4178517	4178582
2291	4178949	4179267
2292	4187597	4187808
2296	4188349	4194925
2297	4198118	4198303
2299	4199285	4199948
2301	4202669	4206169
2302	4207873	4208065
2304	4211641	4212302
2305	4213233	4213500
2306	4216437	4216618
2309	4218356	4221850
2310	4225535	4225753
2312	4227386	4228376
2315	4229250	4231780
2316	4233431	4233928
2318	4237754	4238347
2322	4238759	4244806
2323	4247335	4247576
2324	4248498	4250528
2326	4251912	4254659
2327	4255029	4255137
2328	4257145	4257259
2330	4257470	4258343
2331	4258599	4258621
2332	4259330	4259736
2333	4260730	4260862
2335	4261106	4262336
2336	4264885	4265136
2338	4266331	4267436
2339	4268151	4268260
2341	4269038	4272147
2343	4272685	4273493
2345	4275081	4275491
2347	4275957	4276501
2348	4277852	4278002
2352	4279653	4285786
2353	4292163	4292503
2361	4293818	4311372
2362	4311823	4311890
2367	4312221	4325157
2368	4328262	4328524
2374	4330028	4339933
2375	4341290	4341403
2380	4342814	4349865
2381	4350381	4350606
2390	4351105	4366686
2392	4367164	4368710
2393	4370695	4370831
2396	4371186	4373721
2397	4374289	4374339
2398	4374466	4374575
2399	4374723	4374897
2401	4375216	4380665
2402	4381644	4381861
2405	4384042	4389626
2406	4390173	4390382
2407	4390682	4390914
2409	4390969	4392088
2410	4398226	4398310
2411	4398620	4398694
2412	4402328	4402408
2413	4402607	4402709
2414	4404009	4404212
2415	4407119	4407297
2416	4408030	4408155
2417	4409275	4409324
2418	4412215	4412297
2421	4413924	4414974
2424	4415725	4418002
2426	4422410	4423140
2429	4424581	4426957
2430	4427579	4427886
2434	4429300	4432135
2436	4432517	4434777
2437	4435519	4435729
2439	4436669	4437609
2442	4437817	4440404
2443	4446259	4446469
2445	4447066	4447984
2446	4448942	4449080
2448	4452602	4453807
2450	4455182	4455981
2455	4457335	4465453
2456	4465508	4465647
2462	4468345	4472146
2463	4472741	4472884
2464	4473338	4473459
2466	4475275	4476495
2468	4476913	4477752
2471	4478950	4484240
2473	4486424	4492645
2475	4493210	4494427
2476	4494513	4496294
2477	4497524	4499282
2479	4499613	4502080
2480	4504429	4504470
2484	4504597	4516549
